metric,section,model_value,original_value,mean_diff,std_diff,p_value,n,auroc,accuracy,detail
Question dialect: Southeast Asia (%),Language and Dialect ID,,,0.3472222222222222,,,1152,,,percentage of dialect_id.csv rows where dialect=Southeast Asia; numerator=4; denominator=1152
Question dialect: South Asia (%),Language and Dialect ID,,,0.08680555555555555,,,1152,,,percentage of dialect_id.csv rows where dialect=South Asia; numerator=1; denominator=1152
Question dialect: Welsh (%),Language and Dialect ID,,,0.0,,,1152,,,percentage of dialect_id.csv rows where dialect=Welsh; numerator=0; denominator=1152
Answer dialect: East Asia (%),Language and Dialect ID,,,1.2264150943396226,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=East Asia; numerator=13; denominator=1060
Answer dialect: English (%),Language and Dialect ID,,,0.09433962264150944,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=English; numerator=1; denominator=1060
Answer dialect: Germanic (%),Language and Dialect ID,,,0.18867924528301888,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Germanic; numerator=2; denominator=1060
Answer dialect: Irish (%),Language and Dialect ID,,,0.5660377358490566,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Irish; numerator=6; denominator=1060
Answer dialect: North America (%),Language and Dialect ID,,,89.81132075471699,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=North America; numerator=952; denominator=1060
Answer dialect: Northern Irish (%),Language and Dialect ID,,,0.37735849056603776,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Northern Irish; numerator=4; denominator=1060
Answer dialect: Oceania (%),Language and Dialect ID,,,0.18867924528301888,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Oceania; numerator=2; denominator=1060
Answer dialect: Other (%),Language and Dialect ID,,,1.6037735849056605,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Other; numerator=17; denominator=1060
Answer dialect: Romance (%),Language and Dialect ID,,,3.9622641509433962,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Romance; numerator=42; denominator=1060
Answer dialect: Scottish (%),Language and Dialect ID,,,0.2830188679245283,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Scottish; numerator=3; denominator=1060
Answer dialect: Semitic (%),Language and Dialect ID,,,0.18867924528301888,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Semitic; numerator=2; denominator=1060
Answer dialect: Slavic (%),Language and Dialect ID,,,0.09433962264150944,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Slavic; numerator=1; denominator=1060
Answer dialect: South African (%),Language and Dialect ID,,,0.0,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=South African; numerator=0; denominator=1060
Answer dialect: Southeast Asia (%),Language and Dialect ID,,,1.2264150943396226,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Southeast Asia; numerator=13; denominator=1060
Answer dialect: South Asia (%),Language and Dialect ID,,,0.18867924528301888,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=South Asia; numerator=2; denominator=1060
Answer dialect: Welsh (%),Language and Dialect ID,,,0.0,,,1060,,,percentage of dialect_id.csv rows where answer_dialect=Welsh; numerator=0; denominator=1060
Emotional naturalness,Emotional Naturalness,,,-3.6226745589062386,1.1594310856690793,5.2139804885793695e-136,698,,,normalized naturalness_logit model-original
Emotional naturalness by relationship: collaborative_storytelling,Emotional Naturalness,,,-3.719761419296251,,,4,,,relationship_type=collaborative_storytelling; original_mean=4.6170; model_mean=0.8973; original_n=4.0000; model_n=4.0000
Emotional naturalness by relationship: grounded_gesture,Emotional Naturalness,,,-3.7006158656307493,,,7,,,relationship_type=grounded_gesture; original_mean=7.3726; model_mean=3.6720; original_n=7.0000; model_n=8.0000
Emotional naturalness by relationship: ipc_conversation,Emotional Naturalness,,,-3.5402563942803145,,,15,,,relationship_type=ipc_conversation; original_mean=7.6983; model_mean=4.1581; original_n=15.0000; model_n=18.0000
Emotional naturalness by relationship: stranger,Emotional Naturalness,,,-3.611223895562735,,,751,,,relationship_type=stranger; original_mean=10.0313; model_mean=6.4201; original_n=751.0000; model_n=837.0000
Q0 stance description,STANCE Descriptions,82.1917808219178,17.80821917808219,,,,73,,,"Based on the audio, does the TARGET speaker sound warm and affiliative, or cold and detached?"
Q1 stance description,STANCE Descriptions,48.24561403508772,51.75438596491228,,,,114,,,"Based on the audio, does the TARGET speaker sound compassionate and supportive, or callous and unsympathetic?"
Q2 stance description,STANCE Descriptions,32.142857142857146,67.85714285714286,,,,56,,,"Based on the audio, does the TARGET speaker sound polite and respectful, or rude and disrespectful?"
Q3 stance description,STANCE Descriptions,21.428571428571427,78.57142857142857,,,,112,,,"Based on the audio, does the TARGET speaker sound assertive and self-confident, or hesitant and inhibited?"
Q4 stance description,STANCE Descriptions,57.84313725490196,42.15686274509804,,,,102,,,"Based on the audio, does the TARGET speaker sound straightforward and sincere, or sly and manipulative?"
Q5 stance description,STANCE Descriptions,100.0,0.0,,,,30,,,"Based on the audio, does the TARGET speaker sound attentive and focused, or confused and distracted?"
Q6 stance description,STANCE Descriptions,23.076923076923077,76.92307692307692,,,,65,,,"Based on the audio, does the TARGET speaker sound organized and goal-driven, or disorganized and unmotivated?"
Q7 stance description,STANCE Descriptions,68.35443037974683,31.645569620253166,,,,79,,,"Based on the audio, does the TARGET speaker sound socially engaged and expressive with the other speaker, or withdrawn and disengaged?"
Q8 stance description,STANCE Descriptions,45.070422535211264,54.929577464788736,,,,71,,,"Based on the audio, does the TARGET speaker accommodate and yield to the other speaker’s preferences, or do they try to control and dominate?"
Q9 stance description,STANCE Descriptions,0.0,100.0,,,,18,,,"Based on the audio, does the TARGET speaker stay calm and avoid confrontation, or are they hostile and aggressive?"
STANCE results: original,STANCE Results,0.0,0.0,100.0,,,708,,,
STANCE results: Qwen3-Omni-30B-A3B-Instruct,STANCE Results,2.6836158192090394,1.694915254237288,96.61016949152543,,,708,,,
f0_p10,Explainable Features,,,,,,0,,,feature value model-original; p-value is Mann-Whitney U Test
f0_p25,Explainable Features,,,,,,0,,,feature value model-original; p-value is Mann-Whitney U Test
f0_p75,Explainable Features,,,,,,0,0.4301158714644271,0.4511506730351715,feature value model-original; p-value is Mann-Whitney U Test
f0_p90,Explainable Features,,,,,,0,,,feature value model-original; p-value is Mann-Whitney U Test
total_duration_s,Explainable Features,,,,,,0,,,feature value model-original; p-value is Mann-Whitney U Test
voiced_duration_s,Explainable Features,,,,,,0,,,feature value model-original; p-value is Mann-Whitney U Test
voiced_ratio,Explainable Features,,,,,,0,,,feature value model-original; p-value is Mann-Whitney U Test
